CustomerID,Age,Gender,TenureYears,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,Churn
CUST-1331,61.0,Female,0,$56.95,4053.7707953470735,month to month,Electronic check,Yes
CUST-1332,25.0,Male,8,$29.85,3526.7874715423386,m2m,Electronic check,No
CUST-1333,25.0,nan,2,$56.95,2071.07432949366,month to month,Bank transfer,No
CUST-1334,25.0,nan,2,99.99,4425.024769912317,Two year,Electronic check,No
CUST-1335,25.0,Female,10,$29.85,2267.6383811004407,Month-to-month,Bank transfer,No
CUST-1336,61.0,Male,2,$29.85,7222.505741767834,One year,Credit card,Yes
CUST-1337,52.0,Female,2,$29.85,1800.115389892223,Two year,Mailed check,No
CUST-1338,45.0,Male,1,$56.95,7086.405688600453,Two year,Electronic check,Yes
CUST-1339,25.0,Male,8,$105.50,4519.30286324612,Unknown,Credit card,No
CUST-1340,45.0,Male,8,$29.85,6645.056257772404,Two year,Mailed check,No
CUST-1341,45.0,Female,8,$29.85,5731.483367301545,Month-to-month,Mailed check,Yes
CUST-1342,25.0,M,3,$56.95,5603.891380350314,m2m,Mailed check,No
CUST-1343,45.0,Female,5,99.99,2662.33188079094,Month-to-month,Credit card,No
CUST-1344,34.0,Female,8,99.99,1947.7857586304074,m2m,Credit card,No
CUST-1345,52.0,Female,2,$56.95,1766.0011986782263,Two year,Bank transfer,Yes
CUST-1346,52.0,Male,2,99.99,6871.81409077075,Two year,Mailed check,No
CUST-1347,25.0,Male,8,99.99,6581.371880046258,One year,Mailed check,Yes
CUST-1348,34.0,nan,10,$105.50,3580.530871297228,m2m,Mailed check,No
CUST-1349,52.0,Male,8,$105.50,1145.9964466219915,Two year,Bank transfer,Yes
CUST-1350,45.0,M,2,$29.85,3119.792790621921,Unknown,Mailed check,No
CUST-1351,61.0,Female,3,$29.85,4992.8132876816,month to month,Credit card,Yes
CUST-1352,52.0,Female,0,$29.85,3689.7849203916276,One year,Mailed check,No
CUST-1353,25.0,Female,0,$56.95,6263.49522101566,Month-to-month,Electronic check,Yes
CUST-1354,25.0,Female,8,nan,7981.2202957859445,One year,Credit card,No
CUST-1355,52.0,M,1,$56.95,1609.943498746285,month to month,Bank transfer,No
CUST-1356,25.0,F,8,$29.85,3731.2414753106223,m2m,Mailed check,No
CUST-1357,45.0,Female,10,99.99,3504.772825174494,Month-to-month,Electronic check,No
CUST-1358,,Male,8,$56.95,2505.4910087167113,Month-to-month,Bank transfer,No
CUST-1359,45.0,Female,0,$29.85,1664.9545820902877,m2m,Bank transfer,Yes
CUST-1360,34.0,F,2,$56.95,618.9677202683079,One year,Credit card,Yes
CUST-1361,52.0,Male,8,$56.95,7108.242606067218,Two year,Bank transfer,No
CUST-1362,45.0,Female,2,99.99,3416.804711721909,One year,Bank transfer,Yes
CUST-1363,45.0,Female,2,$29.85,4025.474596150386,month to month,Bank transfer,No
CUST-1364,,Female,1,$29.85,7343.8421807872355,Unknown,Bank transfer,No
CUST-1365,34.0,Male,2,$56.95,6232.694772375988,Two year,Mailed check,Yes
CUST-1366,150.0,Female,0,$29.85,1130.9599865257553,One year,Mailed check,No
CUST-1367,,F,3,99.99,4566.817744101165,Unknown,Mailed check,Yes
CUST-1368,25.0,Male,3,$56.95,3593.792984504517,Unknown,Mailed check,No
CUST-1369,25.0,Male,5,$56.95,6397.967473372226,m2m,Electronic check,No
CUST-1370,25.0,nan,10,INVALID,5821.437126134399,month to month,Mailed check,No
CUST-1371,25.0,Male,8,99.99,5554.205203097468,month to month,Bank transfer,No
CUST-1372,25.0,M,10,$29.85,2790.304200291185,month to month,Mailed check,No
CUST-1373,52.0,Female,0,$56.95,6459.213470154111,Two year,Mailed check,Yes
CUST-1374,25.0,Male,2,99.99,513.8912351994036,Month-to-month,Credit card,Yes
CUST-1375,34.0,M,3,99.99,1361.0367213141212,Two year,Bank transfer,Yes
CUST-1376,61.0,Female,10,$29.85,2751.4238565255027,One year,Mailed check,No
CUST-1377,25.0,Female,0,nan,706.7787844473221,Unknown,Mailed check,No
CUST-1378,61.0,Male,3,$56.95,1956.4547925240636,Unknown,Mailed check,No
CUST-1379,34.0,Female,2,$29.85,6658.192765683553,Month-to-month,Electronic check,No
CUST-1380,25.0,Male,10,$29.85,7591.187148541627,One year,Mailed check,No
CUST-1381,52.0,Male,3,$29.85,2506.3586106161047,Month-to-month,Credit card,Yes
CUST-1382,52.0,nan,8,$105.50,2189.674851511822,Unknown,Bank transfer,No
CUST-1383,61.0,Male,8,$29.85,2311.1519527467726,Two year,Bank transfer,No
CUST-1384,52.0,Female,5,$29.85,2293.9807900716664,month to month,Mailed check,No
CUST-1385,61.0,Male,5,$105.50,383.84843926918666,Unknown,Mailed check,No
CUST-1386,34.0,Female,3,$56.95,7422.639136015754,m2m,Mailed check,No
CUST-1387,25.0,Male,0,$29.85,1788.2153184055944,month to month,Bank transfer,Yes
CUST-1388,61.0,nan,8,$29.85,3418.032185243099,Unknown,Bank transfer,No
CUST-1389,61.0,Female,0,$29.85,176.52637365364512,Two year,Electronic check,Yes
CUST-1390,-5.0,Male,0,$29.85,6877.845218228952,Month-to-month,Credit card,No
CUST-1391,45.0,Male,3,99.99,5876.143021193846,month to month,Electronic check,No
CUST-1392,34.0,Male,0,$29.85,7579.372677872256,Two year,Credit card,No
CUST-1393,61.0,Female,8,$29.85,6274.762285651553,One year,Electronic check,Yes
CUST-1394,34.0,Male,2,99.99,2578.2814452113153,m2m,Bank transfer,Yes
CUST-1395,,M,5,99.99,2058.1995339545465,month to month,Electronic check,No
CUST-1396,61.0,Female,2,$56.95,5611.958829671014,Month-to-month,Credit card,No
CUST-1397,45.0,Male,0,$56.95,2976.4909225829456,One year,Mailed check,No
CUST-1398,61.0,Female,2,$56.95,4573.098624445671,Two year,Credit card,No
CUST-1399,61.0,Female,8,$56.95,149.4340211091148,m2m,Mailed check,Yes
CUST-1400,25.0,Male,8,$56.95,588.8970432757544,Month-to-month,Bank transfer,No
CUST-1401,,Male,0,$56.95,4329.406735335045,Two year,Credit card,No
CUST-1402,45.0,Male,3,INVALID,4571.9660069405045,Two year,Electronic check,No
CUST-1403,61.0,Female,2,$29.85,6036.4782612288145,month to month,Credit card,No
CUST-1404,34.0,Female,3,99.99,1142.5260250292977,month to month,Mailed check,No
CUST-1405,61.0,Female,3,$29.85,4154.146361678552,Month-to-month,Bank transfer,No
CUST-1406,34.0,M,1,99.99,1636.13639101034,Unknown,Electronic check,Yes
CUST-1407,25.0,M,0,99.99,836.2493445452881,Unknown,Credit card,Yes
CUST-1408,,Female,5,$105.50,3342.916773078381,Two year,Mailed check,No
CUST-1409,25.0,M,8,$29.85,1390.3595199035522,month to month,Electronic check,Yes
CUST-1410,34.0,Male,8,$56.95,1852.077627719317,m2m,Bank transfer,No
CUST-1411,150.0,Male,0,$56.95,2608.681180969064,m2m,Electronic check,No
CUST-1412,150.0,Male,10,99.99,2149.1683658712504,Two year,Bank transfer,No
CUST-1413,45.0,Male,10,$56.95,791.9712495069765,month to month,Electronic check,No
CUST-1414,52.0,Female,10,$56.95,810.3383343916481,Month-to-month,Credit card,No
CUST-1415,45.0,F,5,$56.95,1626.6703803499286,Month-to-month,Mailed check,No
CUST-1416,34.0,Male,8,$56.95,499.4175848803577,Month-to-month,Credit card,No
CUST-1417,34.0,Male,0,$56.95,5049.010455447724,m2m,Credit card,Yes
CUST-1418,52.0,Female,8,$29.85,2369.8810604203254,month to month,Bank transfer,No
CUST-1419,61.0,F,3,nan,2309.993145375661,month to month,Bank transfer,No
CUST-1420,61.0,Male,2,99.99,2722.7865244783447,m2m,Bank transfer,No
CUST-1421,61.0,Female,2,nan,5336.090566256801,Month-to-month,Credit card,No
CUST-1422,25.0,Male,8,$29.85,6978.007663719575,Month-to-month,Electronic check,No
CUST-1423,45.0,Male,1,$105.50,6096.786767189544,Two year,Electronic check,Yes
CUST-1424,25.0,nan,5,$105.50,5847.48091877825,Unknown,Credit card,No
CUST-1425,45.0,nan,10,99.99,3926.6903662467093,One year,Credit card,No
CUST-1426,45.0,Male,5,99.99,5581.063900042553,Unknown,Mailed check,No
CUST-1427,61.0,F,5,$56.95,4466.822707465307,month to month,Bank transfer,No
CUST-1428,34.0,Female,3,$105.50,1808.3791726735783,month to month,Bank transfer,No
CUST-1429,25.0,M,5,$56.95,1747.8481051543006,month to month,Credit card,No
CUST-1430,25.0,Female,2,$29.85,2441.4968543147393,Unknown,Credit card,No
CUST-1431,61.0,Female,3,$56.95,7295.341100661525,One year,Electronic check,No
CUST-1432,52.0,Female,0,INVALID,4424.577238999835,Two year,Credit card,No
CUST-1433,25.0,Female,5,$105.50,5897.852478314769,Unknown,Electronic check,Yes
CUST-1434,25.0,Male,5,nan,2837.814202550726,One year,Credit card,No
CUST-1435,52.0,Male,0,99.99,3320.9545882552793,Month-to-month,Mailed check,Yes
CUST-1436,25.0,Male,5,$29.85,1091.9680712342858,Month-to-month,Mailed check,Yes
CUST-1437,61.0,Female,0,$29.85,1453.2301667911959,month to month,Electronic check,No
CUST-1438,52.0,Male,3,$29.85,6636.11678312655,m2m,Bank transfer,No
CUST-1439,25.0,Female,2,$29.85,4720.225190342168,month to month,Mailed check,No
CUST-1440,25.0,nan,0,$56.95,2766.5064804821695,m2m,Electronic check,No
CUST-1441,-5.0,Male,1,$29.85,6442.524551064813,One year,Credit card,No
CUST-1442,34.0,Female,0,$56.95,2047.5072545400656,Month-to-month,Credit card,Yes
CUST-1443,34.0,Female,5,INVALID,7810.65831894161,Unknown,Electronic check,Yes
CUST-1444,61.0,M,10,$56.95,2824.0591011947413,m2m,Bank transfer,No
CUST-1445,,Male,10,$105.50,2764.756537794698,One year,Electronic check,No
CUST-1446,-5.0,Female,3,99.99,2564.1040537399713,Month-to-month,Electronic check,No
CUST-1447,61.0,M,8,$29.85,1064.6809758018746,Unknown,Mailed check,Yes
CUST-1448,34.0,F,3,$56.95,977.9834639228981,m2m,Electronic check,No
CUST-1449,25.0,Female,8,$29.85,5220.029772819575,month to month,Electronic check,No
CUST-1450,61.0,Female,10,$56.95,7013.432552008571,month to month,Credit card,Yes
CUST-1451,45.0,Female,10,99.99,6345.11203114622,month to month,Mailed check,No
CUST-1452,45.0,M,0,$29.85,1214.7499927686736,One year,Credit card,Yes
CUST-1453,,Female,2,$29.85,4410.098762157325,month to month,Credit card,No
CUST-1454,25.0,Male,1,$56.95,934.173213215456,Two year,Bank transfer,No
CUST-1455,45.0,F,3,nan,457.8276845433118,Month-to-month,Bank transfer,Yes
CUST-1456,25.0,Female,5,99.99,5285.448289139661,One year,Mailed check,No
CUST-1457,45.0,Female,8,99.99,4327.7034360747675,Unknown,Mailed check,No
CUST-1458,25.0,Male,5,$29.85,747.9871131706198,month to month,Bank transfer,No
CUST-1459,25.0,Female,2,99.99,376.0200466073087,Month-to-month,Bank transfer,No
CUST-1460,25.0,Male,8,99.99,7919.075665933744,m2m,Bank transfer,No
CUST-1461,52.0,Female,3,99.99,337.16852397766786,month to month,Bank transfer,No
CUST-1462,52.0,Male,0,nan,3611.773199096261,Month-to-month,Bank transfer,No
CUST-1463,45.0,Female,5,$56.95,4086.490294400795,Two year,Credit card,No
CUST-1464,150.0,nan,2,INVALID,1026.513167623516,m2m,Mailed check,Yes
CUST-1465,34.0,Male,3,INVALID,1435.5880496737584,Two year,Credit card,Yes
CUST-1466,34.0,nan,10,$29.85,2879.2595506417847,Unknown,Credit card,No
CUST-1467,61.0,Female,10,$56.95,6117.239422087935,Month-to-month,Electronic check,No
CUST-1468,34.0,M,3,nan,4105.951150076107,Two year,Credit card,No
CUST-1469,150.0,Female,3,$29.85,5139.424808968396,Unknown,Bank transfer,No
CUST-1470,25.0,Female,3,$56.95,7882.878985216331,Month-to-month,Bank transfer,Yes
CUST-1471,150.0,Female,8,nan,6167.242938974357,Month-to-month,Electronic check,Yes
CUST-1472,25.0,M,3,$56.95,3531.45583531562,Two year,Electronic check,No
CUST-1473,61.0,Female,5,$29.85,3626.891182192735,Month-to-month,Electronic check,No
CUST-1474,45.0,Male,2,$56.95,4988.29940862394,month to month,Electronic check,No
CUST-1475,-5.0,Female,8,$29.85,5356.385146509344,Month-to-month,Electronic check,No
CUST-1476,25.0,M,3,$56.95,4055.6163141097036,One year,Credit card,No
CUST-1477,45.0,Female,1,$29.85,5194.403660238341,Unknown,Electronic check,Yes
CUST-1478,150.0,Female,1,99.99,285.90670587138027,Month-to-month,Credit card,Yes
CUST-1479,45.0,Female,2,$56.95,3494.020624785069,One year,Mailed check,No
CUST-1480,52.0,M,10,99.99,2303.6108009804666,Month-to-month,Electronic check,No
CUST-1481,52.0,Male,0,99.99,1120.478117420572,Month-to-month,Electronic check,Yes
CUST-1482,45.0,Female,0,$56.95,886.4174511893235,Two year,Credit card,No
CUST-1483,52.0,Male,10,99.99,4865.2181083558735,month to month,Mailed check,No
CUST-1484,45.0,Male,8,$29.85,4236.444322505633,Unknown,Credit card,No
CUST-1485,,Male,8,$56.95,2103.3145242713163,month to month,Credit card,Yes
CUST-1486,25.0,Male,8,$29.85,3820.5054643028648,m2m,Electronic check,No
CUST-1487,34.0,Female,0,INVALID,3988.6352899410253,Two year,Bank transfer,No
CUST-1488,150.0,Male,1,$29.85,1640.5709454650648,Two year,Bank transfer,Yes
CUST-1489,61.0,Female,0,$56.95,5251.53518886504,month to month,Credit card,Yes
CUST-1490,45.0,Male,5,99.99,6269.262915450115,Two year,Electronic check,Yes
CUST-1491,52.0,Male,3,$56.95,6352.5619730272,month to month,Mailed check,No
CUST-1492,34.0,Male,8,$29.85,4859.511662557295,Two year,Bank transfer,No
CUST-1493,25.0,Male,1,$56.95,4141.944801900211,Month-to-month,Mailed check,Yes
CUST-1494,45.0,Female,2,99.99,581.9564297426197,month to month,Bank transfer,Yes
CUST-1495,34.0,Female,2,99.99,2373.8672609276864,month to month,Electronic check,No
CUST-1496,45.0,Female,3,$56.95,836.8444295475422,One year,Credit card,No
CUST-1497,25.0,Female,1,$56.95,7714.202970939942,Two year,Mailed check,Yes
CUST-1498,-5.0,Male,0,$56.95,1167.1331551835096,Two year,Mailed check,Yes
CUST-1499,-5.0,M,0,99.99,1299.025737823706,month to month,Credit card,No
CUST-1500,52.0,Female,5,$56.95,7127.655284810889,Month-to-month,Mailed check,No
CUST-1501,45.0,Female,5,$56.95,7557.033439464017,Month-to-month,Bank transfer,No
CUST-1502,34.0,Male,0,$29.85,6150.049409955788,Unknown,Credit card,No
CUST-1503,61.0,Male,2,$29.85,142.69889701409198,Month-to-month,Bank transfer,No
CUST-1504,52.0,Male,8,$29.85,110.63554055685323,Two year,Bank transfer,No
CUST-1505,25.0,Male,2,$29.85,3086.9960813208613,One year,Electronic check,No
CUST-1506,,Female,5,$56.95,1232.823423086051,month to month,Bank transfer,No
CUST-1507,61.0,Female,3,99.99,245.25052299761856,m2m,Electronic check,No
CUST-1508,,Female,0,$29.85,3766.126846295587,One year,Mailed check,Yes
CUST-1509,52.0,Female,5,INVALID,7550.188989515075,m2m,Mailed check,No
CUST-1510,52.0,M,5,$29.85,2658.174641729208,One year,Electronic check,No
CUST-1511,45.0,Female,8,99.99,5323.011359586702,Month-to-month,Bank transfer,Yes
CUST-1512,,F,0,99.99,5252.6592897462815,Two year,Credit card,No
CUST-1513,61.0,Male,8,$56.95,2083.5328189548254,m2m,Credit card,Yes
CUST-1514,25.0,Male,0,$29.85,5238.359465708528,One year,Electronic check,Yes
CUST-1515,25.0,Male,8,99.99,1777.438396866441,Two year,Mailed check,No
CUST-1516,34.0,Female,2,$56.95,1063.8585672574236,m2m,Mailed check,Yes
CUST-1517,61.0,F,3,INVALID,5640.927955921552,month to month,Credit card,No
CUST-1518,-5.0,Male,3,$56.95,996.1824551209422,One year,Electronic check,No
CUST-1519,25.0,F,0,INVALID,7975.582826855907,month to month,Credit card,No
CUST-1520,45.0,Male,1,$29.85,1549.2739690868116,Month-to-month,Bank transfer,No
CUST-1521,34.0,F,10,99.99,4793.720715776015,month to month,Bank transfer,Yes
CUST-1522,150.0,Male,5,99.99,3349.859114159456,month to month,Electronic check,No
CUST-1523,61.0,Male,5,99.99,1098.4527370047701,Unknown,Electronic check,No
CUST-1524,61.0,Female,0,$29.85,319.96686986156584,One year,Bank transfer,No
CUST-1525,45.0,Male,8,99.99,5019.585030113383,Month-to-month,Mailed check,No
CUST-1526,45.0,Male,1,$56.95,6473.384753934096,month to month,Electronic check,No
CUST-1527,34.0,Male,2,99.99,6751.923725903278,Two year,Bank transfer,No
CUST-1528,25.0,M,8,$56.95,3913.4364373077824,m2m,Bank transfer,Yes
CUST-1529,61.0,Female,8,$105.50,6241.898190740846,month to month,Mailed check,No
CUST-1530,61.0,Male,0,$29.85,5415.492354559504,Month-to-month,Mailed check,Yes
CUST-1531,-5.0,Female,0,$105.50,5821.610767243153,month to month,Mailed check,No
CUST-1532,-5.0,Female,5,$105.50,3991.5321412523313,m2m,Mailed check,Yes
CUST-1533,45.0,Male,0,$105.50,5103.952747912804,Month-to-month,Credit card,Yes
CUST-1534,61.0,Female,0,$56.95,6463.65471725085,One year,Mailed check,No
CUST-1535,,Male,0,$56.95,3243.284986900482,Month-to-month,Credit card,No
CUST-1536,61.0,Male,5,nan,6467.233316853912,One year,Electronic check,Yes
CUST-1537,34.0,Female,2,$29.85,4776.933058033596,Month-to-month,Bank transfer,No
CUST-1538,45.0,Male,2,$56.95,1410.6180925292113,m2m,Credit card,Yes
CUST-1539,25.0,Female,10,99.99,295.00484207421846,m2m,Electronic check,No
CUST-1540,150.0,Female,10,99.99,2965.7534431533013,Month-to-month,Electronic check,No
CUST-1541,52.0,Male,0,$29.85,4418.900993541085,month to month,Credit card,No
CUST-1542,34.0,Female,10,99.99,6734.580782407558,m2m,Electronic check,Yes
CUST-1543,52.0,Male,5,$105.50,1107.136873107945,One year,Electronic check,No
CUST-1544,52.0,nan,2,$29.85,6421.630146700275,One year,Credit card,Yes
CUST-1545,34.0,Female,8,INVALID,6917.7714639310925,Two year,Electronic check,Yes
CUST-1546,25.0,M,2,$29.85,1290.4311473065868,Unknown,Mailed check,No
CUST-1547,52.0,Female,2,$56.95,6827.5951225033305,Unknown,Mailed check,No
CUST-1548,45.0,Male,5,$29.85,7932.483185958057,Unknown,Bank transfer,Yes
CUST-1549,61.0,Female,10,$29.85,5842.026765281076,One year,Electronic check,No
CUST-1550,45.0,F,8,INVALID,6299.680486417405,Two year,Bank transfer,Yes
CUST-1551,61.0,Female,5,$56.95,7955.8806137151005,Unknown,Mailed check,No
CUST-1552,45.0,M,0,$56.95,4883.301879154968,Unknown,Mailed check,No
CUST-1553,45.0,F,3,$29.85,2532.3024179283702,Month-to-month,Mailed check,Yes
CUST-1554,61.0,Male,2,$56.95,6716.49358920084,Month-to-month,Electronic check,No
CUST-1555,45.0,Male,3,$56.95,4954.437642341887,Month-to-month,Electronic check,No
CUST-1556,25.0,Female,5,$56.95,4691.443847395557,month to month,Mailed check,No
CUST-1557,25.0,Female,5,$56.95,2103.7208885609025,Unknown,Bank transfer,No
CUST-1558,61.0,M,5,$105.50,6075.040729704804,month to month,Bank transfer,No
CUST-1559,52.0,F,3,$56.95,745.1714792947604,Two year,Credit card,Yes
CUST-1560,52.0,Male,5,$56.95,7401.867859277823,One year,Mailed check,No
CUST-1561,34.0,Male,0,$29.85,2674.0053400868296,Unknown,Bank transfer,No
CUST-1562,25.0,Female,5,99.99,1109.4197570409247,One year,Mailed check,No
CUST-1563,25.0,Male,1,$56.95,3594.6956115091084,Month-to-month,Bank transfer,No
CUST-1564,34.0,M,10,$56.95,435.5122831266119,Unknown,Credit card,No
CUST-1565,45.0,Female,3,$29.85,5508.546934693234,m2m,Credit card,Yes
CUST-1566,34.0,Female,1,nan,7231.373532518314,month to month,Mailed check,Yes
CUST-1567,45.0,Male,5,$29.85,6714.377756394219,month to month,Bank transfer,No
CUST-1568,,Female,0,99.99,1106.2188402382606,Unknown,Electronic check,No
CUST-1569,34.0,Female,2,$56.95,1097.5419831510817,Month-to-month,Credit card,No
CUST-1570,45.0,Female,8,$29.85,6526.132410361686,month to month,Mailed check,No
CUST-1571,61.0,Male,10,99.99,7401.608769364616,Month-to-month,Mailed check,No
CUST-1572,34.0,Female,8,$56.95,3739.2916556845644,Two year,Bank transfer,No
CUST-1573,52.0,M,5,$105.50,4041.871823618751,One year,Mailed check,No
CUST-1574,61.0,Male,10,INVALID,2614.2701269472345,m2m,Credit card,No
CUST-1575,,Male,10,$105.50,7164.69443422567,One year,Mailed check,No
CUST-1576,25.0,Male,0,$29.85,5194.732951809612,One year,Mailed check,Yes
CUST-1577,,Female,10,99.99,2377.187459622211,Two year,Electronic check,No
CUST-1578,45.0,Female,3,$56.95,2460.3846813285877,month to month,Electronic check,No
CUST-1579,34.0,Female,1,$105.50,7140.480577202459,m2m,Credit card,No
CUST-1580,45.0,Male,1,99.99,207.7087888559896,month to month,Bank transfer,No
CUST-1581,-5.0,Male,1,$105.50,2649.5399245404433,Unknown,Electronic check,Yes
CUST-1582,45.0,Female,3,$56.95,4479.417781609315,One year,Bank transfer,No
CUST-1583,34.0,Female,8,$56.95,1270.9179505846646,Unknown,Credit card,No
CUST-1584,52.0,nan,0,$29.85,827.5801581767594,Month-to-month,Electronic check,No
CUST-1585,34.0,Male,10,99.99,6540.683015615424,One year,Bank transfer,Yes
CUST-1586,25.0,Female,3,$56.95,7165.794670323207,month to month,Electronic check,No
CUST-1587,25.0,Female,1,$56.95,6606.490724305697,One year,Credit card,No
CUST-1588,25.0,Female,5,99.99,7200.424328925047,Month-to-month,Credit card,No
CUST-1589,25.0,Female,2,$56.95,4469.584571361135,Two year,Electronic check,No
CUST-1590,25.0,Female,10,$29.85,6516.839155823701,Unknown,Bank transfer,No
CUST-1591,52.0,nan,3,$56.95,3133.936843289693,Unknown,Mailed check,No
CUST-1592,25.0,Male,3,$56.95,5363.5161056844045,month to month,Mailed check,No
CUST-1593,34.0,Male,0,$56.95,7911.8006979744,One year,Electronic check,Yes
CUST-1594,61.0,Female,0,$29.85,1883.2490183291065,month to month,Bank transfer,No
CUST-1595,45.0,Female,3,$29.85,3180.2079956995367,Two year,Mailed check,No
CUST-1596,52.0,Male,1,$29.85,3892.3742807496765,One year,Credit card,No
CUST-1597,25.0,Male,2,99.99,1190.3223474584086,One year,Bank transfer,Yes
CUST-1598,25.0,Male,10,$29.85,740.2050226739485,month to month,Mailed check,No
CUST-1599,25.0,F,0,$56.95,6654.810643940833,month to month,Bank transfer,Yes
CUST-1600,25.0,Male,10,INVALID,7816.675545337931,Month-to-month,Electronic check,No
CUST-1601,34.0,Male,1,$29.85,3297.3280042543033,Two year,Bank transfer,No
CUST-1602,25.0,Male,10,$56.95,792.4337059377609,Month-to-month,Mailed check,No
CUST-1603,25.0,Male,5,99.99,619.9129094555542,Unknown,Electronic check,No
CUST-1604,25.0,Male,0,INVALID,7141.41383024636,One year,Bank transfer,Yes
CUST-1605,45.0,Female,1,99.99,3764.1325728486713,month to month,Credit card,Yes
CUST-1606,34.0,Male,1,99.99,2628.215800842896,One year,Mailed check,No
CUST-1607,34.0,M,2,$105.50,3864.0440427912563,One year,Electronic check,No
CUST-1608,45.0,Male,2,$56.95,2614.602348069544,m2m,Bank transfer,Yes
CUST-1609,52.0,Female,5,$105.50,3963.382624930198,Unknown,Credit card,No
CUST-1610,25.0,F,1,$29.85,6890.495535651701,m2m,Mailed check,No
CUST-1611,61.0,Female,8,INVALID,4779.180831390556,One year,Credit card,No
CUST-1612,52.0,Female,1,$56.95,5587.764805200385,month to month,Bank transfer,No
CUST-1613,25.0,Male,2,$56.95,2980.898342251259,One year,Bank transfer,No
CUST-1614,61.0,Male,8,$29.85,5934.196440233098,Unknown,Electronic check,No
CUST-1615,,Female,0,99.99,5366.274970547041,m2m,Credit card,No
CUST-1616,25.0,nan,0,$29.85,1044.539782241246,month to month,Electronic check,No
CUST-1617,34.0,Female,10,$105.50,4623.878539613118,One year,Mailed check,No
CUST-1618,61.0,Female,3,$105.50,2128.2736208470883,Two year,Electronic check,No
CUST-1619,52.0,Female,2,$29.85,6452.355790105383,Unknown,Mailed check,Yes
CUST-1620,25.0,Female,3,$105.50,3464.9078968888216,Unknown,Bank transfer,No
CUST-1621,34.0,Male,8,99.99,7958.004905052248,Two year,Bank transfer,No
CUST-1622,34.0,Female,2,99.99,830.7534597178139,One year,Credit card,Yes
CUST-1623,45.0,F,5,$56.95,6264.748115647252,Unknown,Mailed check,Yes
CUST-1624,52.0,Male,1,$29.85,5422.243694983036,month to month,Bank transfer,No
CUST-1625,34.0,Female,5,$29.85,6163.240761666573,One year,Credit card,No
CUST-1626,45.0,Male,8,$56.95,2529.485384374605,One year,Credit card,Yes
CUST-1627,52.0,Female,2,INVALID,3987.2304661209646,m2m,Electronic check,Yes
CUST-1628,25.0,Male,8,$29.85,6392.417305817296,Unknown,Credit card,Yes
CUST-1629,34.0,Female,1,$105.50,1937.0765198047545,Unknown,Bank transfer,Yes
CUST-1630,52.0,Female,0,$56.95,1885.6622546303515,Two year,Electronic check,No
CUST-1631,61.0,Male,0,$56.95,4453.302531029965,m2m,Mailed check,No
CUST-1632,45.0,Female,8,99.99,4236.152278285861,m2m,Mailed check,No
CUST-1633,45.0,Female,3,$105.50,2329.8735162621692,Unknown,Bank transfer,No
CUST-1634,25.0,F,2,$56.95,2454.7976391460998,One year,Bank transfer,No
CUST-1635,45.0,Male,2,$56.95,2294.9767893318676,m2m,Electronic check,No
CUST-1636,45.0,Male,0,$56.95,6194.945289788053,Two year,Electronic check,No
CUST-1637,34.0,Male,10,$29.85,5250.016837943439,m2m,Bank transfer,Yes
CUST-1638,34.0,nan,5,$29.85,6676.095748940997,Two year,Bank transfer,No
CUST-1639,34.0,F,10,$56.95,7806.236923680773,m2m,Mailed check,No
CUST-1640,25.0,Female,1,$56.95,3845.8979405486925,Two year,Mailed check,No
CUST-1641,34.0,M,5,99.99,626.881663103046,m2m,Mailed check,No
CUST-1642,34.0,Female,5,$56.95,479.9292522550799,m2m,Bank transfer,Yes
CUST-1643,34.0,Female,8,$56.95,2435.753810245791,month to month,Credit card,No
CUST-1644,25.0,Male,0,$56.95,7467.1022558843615,Two year,Bank transfer,Yes
CUST-1645,61.0,Female,10,99.99,4233.383134269911,Two year,Bank transfer,No
CUST-1646,45.0,Male,10,$105.50,2247.1134770330204,Two year,Mailed check,No
CUST-1647,52.0,M,0,$56.95,3253.4176766370547,Month-to-month,Bank transfer,No
CUST-1648,61.0,Female,10,99.99,4828.901348496899,m2m,Electronic check,No
CUST-1649,45.0,Female,0,$29.85,5258.302299288954,Two year,Bank transfer,Yes
CUST-1650,25.0,Male,8,$56.95,1315.9641272849497,Unknown,Bank transfer,No
CUST-1651,45.0,Male,3,$56.95,7818.55024470689,Month-to-month,Bank transfer,Yes
CUST-1652,45.0,Male,5,$56.95,4403.7005931640315,month to month,Bank transfer,No
CUST-1653,52.0,Male,8,99.99,1171.9377105590065,Two year,Credit card,Yes
CUST-1654,45.0,Male,2,$105.50,7159.718501434456,Two year,Bank transfer,No
CUST-1655,25.0,F,1,$29.85,689.6436055274876,Month-to-month,Electronic check,Yes
CUST-1656,34.0,Female,3,99.99,7271.1099221023505,m2m,Electronic check,No
CUST-1657,34.0,Male,2,$56.95,7972.868684682961,Unknown,Bank transfer,No
CUST-1658,52.0,Male,5,$29.85,5633.411213336381,month to month,Mailed check,No
CUST-1659,45.0,Female,10,$29.85,6186.533046484519,Two year,Credit card,Yes
CUST-1660,34.0,Female,0,$56.95,2764.6924080931426,m2m,Bank transfer,No
CUST-1661,-5.0,Female,5,$29.85,7538.457136598076,Unknown,Bank transfer,No
CUST-1662,52.0,F,8,$29.85,4284.740332256104,Unknown,Bank transfer,Yes
